company,title,sentiment
Amazon,Amazon Reportedly Tests Using Delivery Drivers for Emergency Response - PYMNTS.com,Neutral
Amazon,Amazon India will launch new Acer phones next week - GSMArena.com news - GSMArena.com,Positive
Amazon,Airbus and Amazon’s Kuiper team-up to offer LEO satellite network for HBCplus - Airbus Aircraft,Neutral
Amazon,Introducing Amazon Nova Sonic: Human-like voice conversations for generative AI applications | Amazon Web Services - Amazon Web Services,Neutral
Amazon,Amazon’s new Nova Sonic foundation model understands not just what you say—but how you say it - AboutAmazon.com,Positive
Amazon,"Why Apple, Amazon, Google are warning H-1B employees against leaving the US | All details here - Hindustan Times",Neutral
Amazon,Amazon Nova Reel 1.1: Featuring up to 2-minutes multi-shot videos | Amazon Web Services - Amazon Web Services,Neutral
Amazon,CEO Andy Jassy’s 2024 Letter to Shareholders - AboutAmazon.com,Neutral
Amazon,"iPhone 16e gets a huge ₹8,414 discount on Amazon – Here’s how the deal works - Hindustan Times",Positive
Amazon,Speaking Your Language: Expanded language support in Amazon Q Developer | Amazon Web Services - Amazon Web Services,Neutral
Amazon,"Model customization, RAG, or both: A case study with Amazon Nova - Amazon Web Services",Neutral
Amazon,Amazon launches inbound-only LTL service - Yahoo Finance,Neutral
Amazon,Amazon CEO sets out AI investment mission in annual shareholder letter - Reuters,Neutral
Amazon,Amazon CEO gives hard-nosed message to employees - TheStreet,Neutral
Amazon,"Bad news for Indians working in Apple, Google, Amazon, Microsoft as tech giants ask Non-Citizen employees to. - India.Com",Negative
Amazon,Report: Amazon Cancels Orders From ‘Multiple Vendors’ After Tariffs Announcement - PYMNTS.com,Neutral
Amazon,AWS announces Pixtral Large 25.02 model in Amazon Bedrock serverless | Amazon Web Services - Amazon Web Services,Positive
Amazon,Scientists are ‘X-raying’ the Amazon and unlocking a lost human history - The Washington Post,Neutral
Amazon,Amazon Seeks Partners for $15 Billion Warehouse Expansion Plan - Bloomberg.com,Neutral
Amazon,Analysts send strong message on Amazon stock amid turmoil - TheStreet,Positive
Amazon,Amazon’s new 'Buy for Me' feature helps customers find and buy products from other brands’ sites - AboutAmazon.com,Positive
Amazon,Chinese electronics company Anker starts raising prices on Amazon - Yahoo Finance,Neutral
Amazon,Amazon CEO sets out AI investment mission in annual shareholder letter - The Economic Times,Positive
Amazon,Effectively use prompt caching on Amazon Bedrock - Amazon Web Services,Positive
Amazon,Amazon Scrubs Wednesday Rocket Launch for Its Starlink Satellite Service Rival - CNET,Neutral
Amazon,"Capri aims to revive Michael Kors with lower prices, Amazon e-commerce sales - Reuters",Neutral
Amazon,"Amazon customers should prepare for higher prices on goods from China, CEO says - USA Today",Positive
Amazon,"Trump tariffs mean higher prices, big losses for Amazon sellers that source from China - CNBC",Negative
Amazon,Amazon scales back inventory orders from China as tariff tensions escalate - India Today,Neutral
Amazon,Acer Smartphones Get Another Teaser on Amazon; Hints at Large Rear Camera Module - Gadgets 360,Positive
Amazon,Implement human-in-the-loop confirmation with Amazon Bedrock Agents - Amazon Web Services,Neutral
Amazon,"Amazon enters real-time AI voice race with Nova Sonic, a unified voice model that senses emotion - GeekWire",Neutral
Amazon,"Prime Gaming April Content Update: Mafia III: Definitive Edition, Gravity Circuit, Minecraft Legends and More - primegaming.blog",Positive
Amazon,Amazon CEO Andy Jassy urges companies to invest heavily in AI - TechCrunch,Negative
Amazon,Amazon CEO Jassy Urges ‘Startup’ Mentality in Shareholder Letter - Bloomberg.com,Neutral
Amazon,Where Will Amazon Stock Be In 5 Years? - Forbes,Neutral
Amazon,Amazon EC2 SSM Agent Flaw Patched After Privilege Escalation via Path Traversal - The Hacker News,Neutral
Amazon,Bad weather scrubs Amazon's launch of first Kuiper internet satellites - Reuters,Negative
Amazon,Airbus signs provisional deal with Amazon to provide connectivity to airlines - Reuters,Neutral
Amazon,"Expect Amazon prices to rise because of tariffs, CEO says - CNN",Neutral
Amazon,Watch Atlas V rocket launch 1st big batch of Amazon's Project Kuiper internet satellites - Space.com,Neutral
Amazon,Dive back into Kindle book series with the new 'Recaps' feature now available in the US - AboutAmazon.com,Positive
Amazon,"AWS Weekly Review: Amazon EKS, Amazon OpenSearch, Amazon API Gateway, and more (April 7, 2025) - Amazon Web Services",Positive
Amazon,"For scandal-ridden carbon credit industry, Amazon restoration offers redemption - Mongabay",Positive
Amazon,Amazon says its AI video model can now generate minutes-long clips - TechCrunch,Neutral
Amazon,"Amazon unveils a new AI voice model, Nova Sonic - TechCrunch",Positive
Amazon,Amazon lorry careers over roundabout and crashes - BBC,Neutral
Amazon,Tariffs create costly chaos for Amazon sellers — including the Trump supporters - The Washington Post,Neutral
Amazon,‘Carrie’ TV Series From Mike Flanagan Officially Greenlit at Amazon - Variety,Neutral
Amazon,"Amazon considers $15 billion warehouse expansion plan, Bloomberg News reports - Reuters",Neutral
Amazon,Exclusive: Chinese sellers on Amazon to hike prices or exit US as tariffs soar - Reuters,Neutral
Amazon,Accelerate operational analytics with Amazon Q Developer in Amazon OpenSearch Service - Amazon Web Services,Neutral
Amazon,"Amazon Stock Falls As Jassy Defends AI Spending, Says Sellers Would Pass Along Tariffs Costs - Investor's Business Daily",Neutral
Amazon,Amazon delays first Kuiper internet satellite launch due to bad weather - CNBC,Negative
Amazon,Amazon's CEO sees evidence of people stockpiling — and says that sellers will likely pass tariff costs onto shoppers - Business Insider,Neutral
Amazon,These Amazon Promo Codes Can Save You Up To 80% - Forbes,Neutral
Amazon,Amazon CEO Andy Jassy says he believes sellers will pass increased tariff costs on to consumers - CNBC,Neutral
Amazon,"‘Crouching Tiger, Hidden Dragon’ TV Series in Development at Amazon - Variety",Negative
Amazon,"15-hour-plus Raid on Amazon and Flipkart warehouses: Geysers, Food Mixers and Sportswear with fake ISI ma - Times of India",Negative
Amazon,An Amazon AI Leader Tells BI Why Vibe Coding Is Here to Stay - Business Insider,Neutral
Amazon,Bank of America Sees Opportunities for Amazon Amid Tariff Uncertainty - Investopedia,Neutral
Amazon,"New official Google Pixel 9a cases hit $24 Amazon all-time low, but you can just score them for FREE - 9to5Toys",Positive
Amazon,Amazon’s $20bn push into orbit targets SpaceX and China - The Economist,Neutral
Amazon,Kathryn Newton To Star & Produce ‘Just One Day’ Series For Amazon Studios Based On Gayle Forman YA Novels - Deadline,Neutral
Amazon,"Amazon makes it easier for developers and tech enthusiasts to explore Amazon Nova, its advanced Gen AI models - AboutAmazon.com",Positive
Amazon,Largest online retailers in the U.S. 2023 - Statista,Neutral
Amazon,Rep. Marjorie Taylor Greene scooped up shares of Amazon and Dell when stocks were down 40% from Trump’s tariff whiplash - Fortune,Negative
Amazon,"Upgraded 24GB M4 MacBook Air hits new Amazon low from $1,329, more from $890 - 9to5Toys",Positive
Amazon,Amazon is Cancelling Some Merchandise Orders from China - WSJ,Neutral
Amazon,"Meta, Amazon Stock Price Targets Cut By Analyst. Here's How Wall Street Views Tech Giants' Tariff Risk. - Investor's Business Daily",Neutral
Amazon,AI meets YQ: We asked Amazon Nova to analyze — and grade — Andy Jassy's annual letters - GeekWire,Neutral
Amazon,"Crouching Tiger, Hidden Dragon TV Series Is in Development at Amazon Prime Video - Game Rant",Negative
Amazon,Amazon’s AI-powered ‘Interests’ feature automatically finds new products that match your passions and hobbies - AboutAmazon.com,Positive
Amazon,Read Amazon CEO's annual letter. He predicts AI will get cheaper thanks to chip improvements. - Business Insider,Positive
Amazon,Here’s what to expect from Project Kuiper’s first full-scale satellite launch - AboutAmazon.com,Positive
Amazon,'Carrie' Series Ordered by Amazon - The Hollywood Reporter,Neutral
Amazon,Amazon Cancels Some Inventory Orders From China After Tariffs (AMZN) - Bloomberg.com,Neutral
Amazon,META_TITLE_QUOTE - Yahoo Finance,Neutral
Amazon,Amazon CEO Says Investing in Generative AI Is Key to Remaining ‘Competitive’ - Barron's,Neutral
Amazon,Launch of First Amazon Project Kuiper Internet Satellites Is Scrubbed - The New York Times,Positive
Amazon,"Karnataka to collect 5% cess from aggregator platforms like Amazon-Flipkart, Ola-Uber for Gig Workers'... - Moneycontrol",Neutral
Amazon,Amazon cancels some orders from China amid Trump’s tariffs - South China Morning Post,Neutral
Amazon,"Amazon Kuiper launches first satellites to take on SpaceX's Starlink, capitalize on anti-Musk fervor - CNBC",Positive
Amazon,Amazon Nova Reel 1.1 AI Model Released; Can Generate Up to Two-Minute-Long Videos - Gadgets 360,Neutral
Amazon,5 held for duping Canadian citizens posing as Amazon executives - Hindustan Times,Neutral
Infosys,"Infosys, Wipro, other IT stocks in focus after ADRs decline following weak TCS Q4 results - The Economic Times",Negative
Infosys,"Stocks to watch: TCS, Bharti Hexacom, Infosys, BHEL among shares in focus today - Mint",Neutral
Infosys,"Infosys Q4 Results 2025 date, time ANNOUNCED: Quarterly earnings, board meeting, press conference schedule - ET Now",Neutral
Infosys,Infosys to release Q4FY25 results on April 17 – Here is what to expect - financialexpress.com,Neutral
Infosys,"Infosys employee works as bike taxi rider in Bengaluru instead of doom scrolling, make extra money; netizens react - Deccan Herald",Neutral
Infosys,Bengaluru woman shocked to find bike taxi rider is an Infosys employee; here’s the full story - The Indian Express,Negative
Infosys,‘Why Waste Time Scrolling?’ Infosys Employee Takes Up Bike Taxi Gig On Weekends - News18,Negative
Infosys,"IT earnings season set to begin; TCS, Infosys, Coforge in focus as analysts weigh in - Zee Business",Neutral
Infosys,Infosys extends strategic partnership with AIB to boost digital transformation - CNBC TV18,Neutral
Infosys,"Largest individual shareholder in Infosys is not Narayana Murthy, Sudha Murty, Rohan Murty, Akshata Murty, Na - India.Com",Neutral
Infosys,"TCS, Accenture, and Infosys among best workplaces in India for 2025: LinkedIn - peoplematters.in",Positive
Infosys,"LinkedIn's 2025 top companies in India: TCS, Accenture, Infosys top in list - Business Standard",Positive
Infosys,"Ratan Tata’s TCS, Narayan Murthy’s Infosys among.... LinkedIn report reveals stunning truth - India.Com",Positive
Infosys,"Bengaluru Woman Meets Infosys Employee Who Works As Bike Taxi Rider: ""Instead Of Doom-Scrolling..."" - NDTV",Neutral
Infosys,Infosys Share Price Highlights: Infosys Stock Price History - The Economic Times,Positive
Infosys,Infosys extends strategic partnership with AIB for digital banking transformation; shares up by 1.46% on NSE - BusinessLine,Neutral
Infosys,"Top stocks to watch: TCS, Tata Steel, GAIL, Infosys, BHEL, Sun Pharma, NBCC, Bharti Hexacom & Eternal - Business Today",Positive
Infosys,"Coforge, Wipro, Infosys lead Nifty IT rebound as Trump's tariff pause eases business jitters - Moneycontrol",Neutral
Infosys,Infosys Q4 FY2025 Date And Time Announced! Check Earning Schedule of Narayana Murthy's Led IT Firm - Republic World,Negative
Infosys,"From TCS, Infosys, Bharti Hexacom to Tata Steel – Here are 8 stocks to watch - financialexpress.com",Neutral
Infosys,"Bad news for this IT company employees as many people to be sacked due to..., not Narayana Murthy's Infosys, - India.Com",Negative
Infosys,Infosys and Formula E Launch AI-Powered Stats Center to Boost Fan Engagement - Infosys,Negative
Infosys,Bengaluru woman meets Infosys employee who works as bike taxi rider in his free time - India Today,Positive
Infosys,"Stocks to watch today, April 11: TCS, Tata Motors, Infosys, NBCC, SJVN, Vedanta, Gensol Engineering, Biocon - ET Now",Neutral
Infosys,Infosys employee working as bike taxi rider in Bengaluru triggers online buzz as woman’s post goes viral - Mint,Neutral
Infosys,"Bad news for employees of this IT company as hundreds sacked due to..., firing took place from..., not Naraya - India.Com",Negative
Infosys,"Infosys, HCL Tech, Wipro Surge Up To 2% As IT Stocks Zoom On Trump Tariff Pause - Should You Buy? - Republic World",Neutral
Infosys,Infosys to announce Q4 results on April 17 - The Economic Times,Positive
Infosys,"Infosys layoffs: Bad news for Infosys employees as Narayana Murthy's company fires...., move set to affect... - India.Com",Negative
Infosys,"Nifty IT settles 2.5% lower as Trump doubles down on tariffs; Infosys, Mphasis lead losses, tumbling 5% - Moneycontrol",Negative
Infosys,Infosys terminates more trainees from Mysuru campus; offers alternative career path - Moneycontrol,Positive
Infosys,Infosys and AIB Extend Strategic Collaboration for Digital Transformation - PR Newswire,Neutral
Infosys,"Wipro, Persistent Systems, Coforge, Infosys: IT stocks sink as Jefferies turns cautious - Business Today",Neutral
Infosys,"Infosys, Coforge, Sagility Are Jefferies Top IT Picks Amid Tariff Volatility - NDTV Profit",Positive
Infosys,"Stocks to buy or sell today: Infosys, Asian Paints among top 6 trading ideas for 7 April 2025 - The Economic Times",Positive
Infosys,"Infosys, TCS, Wipro to HCL Technologies: Which IT stock to buy for long-term amid Trump’s tariff flare? - Mint",Neutral
Infosys,"Navigating A Sector Slowdown: TCS, Infosys BNP Paribas Top Buys On Eve Of IT Earnings - NDTV Profit",Positive
Infosys,"TCS, Accenture, Infosys lead LinkedIn’s list of best workplaces in India - The Economic Times",Positive
Infosys,Infosys expands partnership with AIB to drive digital transformation - Business Standard,Neutral
Infosys,Bengaluru Infosys employee doubles up as bike taxi rider to beat weekend blues and increase productivity - Hindustan Times,Neutral
Infosys,"IT Sector Q4 Results Preview: Macro Uncertainties To Impact; TCS, Wipro, TechM Numbers Seen Weak; Top Picks - Goodreturns",Positive
Infosys,Infosys Expands Role in AIB's Digital Transformation with AI-Powered Services - The Fast Mode,Positive
Infosys,Irish lender AIB extends alliance with Infosys - Retail Banker International,Neutral
Infosys,"Infosys, TCS, HCL Tech, Tech Mahindra: IT shares see limited recovery in today's rally, here's why - Business Today",Negative
Infosys,"TCS, Infosys, Wipro: Nirmal Bang sees midcap IT stocks to outperform, check target prices - Business Today",Neutral
Infosys,Infosys files fresh charges against Cognizant in the US court; says… - Times of India,Positive
Infosys,Infosys expands partnership with AIB to drive tech transformation - IBS Intelligence,Neutral
Infosys,"'Further to the announcement...': Infosys lets go of more trainees from Mysuru campus, offers alternative roles - Business Today",Positive
Infosys,"Infosys sues Cognizant, claims unfair trade practices in US court fight - Business Standard",Negative
Infosys,Infosys and AIB Deepen Ties to Drive Digital Transformation - Analytics India Magazine,Neutral
Infosys,"TCS, Accenture, Infosys lead LinkedIn’s 2025 list — what’s driving their dominance - CNBC TV18",Neutral
Infosys,Infosys Share Price Highlights: Infosys Stock Price History - The Economic Times,Positive
Infosys,"TCS, Accenture, Infosys take top 3 spots in LinkedIn's 2025 top companies India list - Moneycontrol",Positive
Infosys,"TCS, Accenture, Infosys tops LinkedIn India top companies 2025 - BusinessLine",Positive
Infosys,"Bad news for this IT giant as salary hikes to be deferred, not HCL Tech, Infosys, Wipro, it is... - DNA India",Negative
Infosys,"Infosys, TCS, Wipro, Coforge, Mphasis: IT stocks to consider ahead of Q4 results - MSN",Neutral
Infosys,"Infosys, TCS, HCL Tech, Tech Mahindra investors lose Rs 2.73 lakh crore since April 2; Nifty IT hits 17-month low - Business Today",Neutral
Infosys,Infosys says Cognizant used its healthcare business for market control - The Economic Times,Positive
Infosys,"TCS, Infosys, Wipro, HCL Tech Q4 results FY 2025 date, time: Dividend update - Quarterly earnings schedule - ET Now",Neutral
Infosys,Infosys down 3% today; should you buy this stock ahead of Q4 results on April 17? - Business Today,Negative
Infosys,"Wipro, Infosys, Tech Mahindra Drop 2-4% On Fears Of US Recession Derailing Growth - outlookbusiness.com",Neutral
Infosys,"TCS, Accenture, and Infosys are the top three companies to grow your career in India, says LinkedIn report - The Economic Times",Positive
Infosys,"Infosys terminates more trainees from Mysuru campus, but offers…: Report - India Today",Positive
Infosys,"TCS, Accenture, Infosys dominate LinkedIn’s India Rankings - financialexpress.com",Neutral
Infosys,"TCS, Coforge to Infosys: IT stocks fall up to 9% after Trump’s tariffs; Nifty IT drops over 3% - Mint",Neutral
Infosys,Are you stuck with unsold land as an asset? Infosys co-founder Nandan Nilekani has a trading solution for - The Economic Times,Positive
Infosys,"TCS, Accenture, Infosys ranked top 3 on LinkedIn’s 2025 Top Companies India List - Deccan Chronicle",Positive
Infosys,Infosys to trainees as it announces more layoffs at Mysuru campus: Please be informed that you have not m - Times of India,Positive
Infosys,"IT stocks bleed as stock market crashes. Why TCS, Infosys, Wipro shares are down? - India Today",Negative
Infosys,Infosys Q4 preview: Weak revenue growth likely amid macro headwinds and US policy changes - BusinessLine,Negative
Infosys,"Breakdown Stocks: How to trade Tata Motors, Bharat Forge and Infosys that hit a 52-week low? - The Economic Times",Positive
Infosys,"Ratan Tata’s TCS, Narayana Murthy’s Infosys, Azim Premji’s Wipro eye Rs 1727093346000 contract renewals due t - India.Com",Negative
Infosys,"Infosys, TCS, HCLTech: Why are IT stocks down today? - India Today",Negative
Infosys,Infosys Limited's (NSE:INFY) Share Price Is Matching Sentiment Around Its Earnings - simplywall.st,Negative
Infosys,"Why did Infosys, Tech Mahindra and 6 other IT stocks crashes by 5% today? Check the reason - Trade Brains",Negative
Infosys,"TCS, Infosys, And Coforge Shares Plunge Amid Nifty IT Index Decline On Global Tariff Concerns - Samco",Neutral
Infosys,"Cognizant has message for TCS, Infosys, Wipro, HCL Tech & other peers - Business Today",Negative
